class,Forma del sombrero,Textura del sombrero,Color del sombrero,Seta dañada?,Olor,Espacio entre laminas,Tamaño de las laminas,Color de las laminas,Forma del tallo,Raiz,Superficie del tallo,Color del tallo,Tipo del anillo,Color de las esporas,poblacion,habitat
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,cercano,estrecho,gris,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
venenosa,convexa,lisa,blanca,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,pastos
venenosa,convexa,lisa,gris,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,pastos
venenosa,convexa,lisa,rosa,no,mal_olor,cercano,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,lisa,gris,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,fibrosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,lisa,gris,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,convexa,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,marron,grande,chocolate,solitarios,pastos
venenosa,convexa,lisa,gris,no,mal_olor,cercano,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,abundante,estrecho,gris,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,amarillo,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,marron,grande,chocolate,varios,caminos
venenosa,convexa,lisa,gris,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,marron,grande,chocolate,varios,caminos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,abundante,estrecho,gris,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,plana,escamosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,caminos
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,caminos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,lisa,blanca,no,mal_olor,cercano,estrecho,lila,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,lisa,rosa,no,mal_olor,abundante,estrecho,lila,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,ocre,grande,chocolate,solitarios,bosques
comestible,convexa,fibrosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,pastos
venenosa,convexa,fibrosa,gris,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,varios,caminos
venenosa,convexa,fibrosa,blanca,no,mal_olor,abundante,estrecho,lila,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,blanca,no,mal_olor,abundante,estrecho,gris,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,convexa,escamosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,blanca,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,escamosa,amarillo,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,marron,grande,chocolate,solitarios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,lisa,rosa,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,convexa,fibrosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,marron,grande,chocolate,varios,caminos
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,rosa,grande,chocolate,varios,caminos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
venenosa,convexa,lisa,blanca,no,mal_olor,cercano,estrecho,lila,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,blanca,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,marron,grande,chocolate,varios,pastos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,caminos
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,marron,grande,chocolate,varios,pastos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,convexa,fibrosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,blanca,no,mal_olor,abundante,estrecho,lila,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
comestible,convexa,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,rosa,grande,chocolate,varios,pastos
comestible,convexa,fibrosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,ocre,grande,chocolate,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
venenosa,convexa,escamosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
venenosa,plana,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,marron,grande,chocolate,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,lisa,gris,no,mal_olor,cercano,estrecho,gris,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,convexa,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,lisa,rosa,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
venenosa,plana,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,cercano,estrecho,lila,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,fibrosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
comestible,convexa,fibrosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
venenosa,convexa,lisa,blanca,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
venenosa,convexa,escamosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
venenosa,convexa,lisa,gris,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,bosques
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,lisa,rosa,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,marron,dispersos,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,rosa,grande,chocolate,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
venenosa,convexa,lisa,rosa,no,mal_olor,cercano,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,cercano,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
venenosa,convexa,escamosa,amarillo,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,marron,grande,chocolate,solitarios,bosques
venenosa,convexa,lisa,gris,no,mal_olor,abundante,estrecho,rosa,agrandado,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
venenosa,plana,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,marron,grande,chocolate,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,abundante,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,amarillo,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,pastos
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,caminos
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
venenosa,plana,fibrosa,gris,no,mal_olor,cercano,amplio,rosa,agrandado,bulba,sedoso,marron,grande,chocolate,solitarios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,varios,bosques
venenosa,convexa,fibrosa,amarillo,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,caminos
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,negro,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,marron,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,ocre,grande,chocolate,varios,pastos
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,lila,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,estrecho,marron,agrandado,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,convexa,fibrosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
comestible,plana,fibrosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,convexa,escamosa,gris,si,ninguno,cercano,amplio,rosa,disminuido,bulba,liso,gris,colgante,marron,varios,bosques
venenosa,convexa,fibrosa,rosa,no,mal_olor,cercano,estrecho,gris,agrandado,bulba,liso,blanca,colgante,negro,dispersos,bosques
comestible,convexa,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,marron,solitarios,bosques
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,blanca,colgante,negro,varios,bosques
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,plana,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,marron,grande,chocolate,solitarios,pastos
comestible,plana,escamosa,gris,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,rosa,colgante,marron,varios,bosques
comestible,plana,escamosa,rojo,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,gris,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,gris,agrandado,bulba,sedoso,rosa,grande,chocolate,solitarios,pastos
comestible,plana,escamosa,marron,si,ninguno,cercano,amplio,marron,disminuido,bulba,liso,rosa,colgante,negro,solitarios,bosques
venenosa,convexa,fibrosa,gris,no,mal_olor,cercano,amplio,chocolate,agrandado,bulba,sedoso,rosa,grande,chocolate,varios,pastos
comestible,plana,fibrosa,rojo,si,ninguno,cercano,amplio,blanca,disminuido,bulba,liso,blanca,colgante,negro,solitarios,bosques
