CLASS,CAP-SHAPE,CAP-SURFACE,CAP-COLOR,BRUISES,ODOR,GILL-SPACING,GILL-SIZE,GILL-COLOR,STALK-SHAPE,STALK-ROOT,STALK-SURFACE,STALK-COLOR,RING-TYPE,SPORE-PRINT-COLOR,POPULATION,HABITAT
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,pink,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,smooth,white,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,scattered,urban
edible,flat,scaly,red,bruises,none,close,broad,white,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
edible,flat,smooth,pink,bruises,none,close,broad,white,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,white,pendant,brown,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,convex,smooth,gray,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,scattered,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,fibrous,white,no,bad smell,close,narrow,gray,enlarging,bulbous,smooth,white,pendant,black,scattered,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,smooth,buff,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,scattered,urban
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,smooth,pink,bruises,none,close,broad,white,enlarging,bulbous,smooth,white,pendant,green,several,woods
poisonous,flat,smooth,buff,bruises,bad smell,close,broad,pink,tapering,bulbous,fibrous,white,pendant,chocolate,several,urban
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,white,tapering,bulbous,smooth,gray,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,pink,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,pink,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,woods
edible,flat,fibrous,red,bruises,none,close,broad,white,tapering,bulbous,smooth,white,pendant,black,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,fibrous,pink,no,bad smell,crowed,narrow,pink,enlarging,bulbous,smooth,white,pendant,black,scattered,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,paths
edible,convex,smooth,pink,bruises,none,close,broad,red,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,smooth,pink,no,bad smell,crowed,narrow,gray,enlarging,bulbous,smooth,white,pendant,black,several,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,pink,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,brown,tapering,bulbous,smooth,pink,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,white,pendant,brown,solitary,woods
poisonous,convex,smooth,gray,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,scattered,woods
poisonous,convex,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,pink,evanescent,white,several,paths
poisonous,flat,smooth,gray,bruises,bad smell,close,broad,pink,tapering,bulbous,smooth,white,pendant,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,woods
edible,flat,scaly,red,bruises,none,close,broad,red,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
edible,flat,scaly,brown,bruises,none,close,broad,red,enlarging,missing,smooth,red,evanescent,white,clustered,waste
poisonous,flat,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,knobbed,fibrous,brown,no,none,close,narrow,white,enlarging,missing,silky,white,evanescent,white,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,smooth,white,evanescent,white,several,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,flat,smooth,white,bruises,bad smell,close,broad,white,tapering,bulbous,fibrous,white,pendant,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
edible,convex,scaly,red,bruises,none,close,broad,white,enlarging,missing,smooth,red,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,bell,fibrous,yellow,no,none,close,narrow,white,enlarging,missing,silky,white,evanescent,white,several,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,smooth,gray,bruises,bad smell,close,broad,pink,tapering,bulbous,fibrous,white,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,woods
edible,knobbed,scaly,red,bruises,none,close,broad,red,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,several,paths
edible,knobbed,scaly,brown,no,none,crowed,narrow,white,enlarging,bulbous,fibrous,white,evanescent,white,several,leaves
poisonous,convex,smooth,white,no,bad smell,close,narrow,pink,enlarging,bulbous,smooth,white,pendant,brown,several,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,woods
poisonous,flat,scaly,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,paths
poisonous,bell,smooth,buff,bruises,none,close,broad,gray,enlarging,bulbous,smooth,white,pendant,green,several,woods
poisonous,convex,smooth,white,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,several,woods
edible,flat,scaly,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,white,pendant,brown,solitary,woods
poisonous,bell,smooth,white,bruises,none,close,broad,gray,enlarging,bulbous,smooth,white,pendant,green,several,meadows
edible,flat,scaly,pink,bruises,none,close,broad,white,enlarging,missing,smooth,red,evanescent,white,clustered,waste
poisonous,convex,smooth,white,bruises,bad smell,close,broad,pink,tapering,bulbous,fibrous,white,pendant,chocolate,several,woods
edible,knobbed,scaly,brown,bruises,none,close,broad,white,enlarging,missing,smooth,white,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,smooth,buff,bruises,bad smell,close,broad,chocolate,tapering,bulbous,fibrous,white,pendant,chocolate,several,urban
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,paths
edible,knobbed,smooth,red,bruises,none,close,broad,white,enlarging,missing,smooth,red,evanescent,white,clustered,waste
edible,flat,scaly,brown,bruises,none,close,broad,red,enlarging,missing,smooth,red,evanescent,white,clustered,waste
edible,flat,smooth,buff,bruises,none,close,broad,white,enlarging,missing,smooth,red,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,buff,large,chocolate,several,woods
edible,flat,fibrous,gray,bruises,none,close,broad,purple,tapering,bulbous,smooth,pink,pendant,brown,several,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,paths
poisonous,flat,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,smooth,gray,bruises,bad smell,close,broad,pink,tapering,bulbous,fibrous,white,pendant,chocolate,several,woods
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,several,woods
poisonous,convex,scaly,brown,no,bad smell,close,narrow,buff,tapering,missing,silky,white,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,paths
edible,flat,scaly,brown,bruises,none,close,broad,red,enlarging,missing,smooth,white,evanescent,white,clustered,waste
edible,flat,scaly,red,bruises,none,close,broad,pink,tapering,bulbous,smooth,gray,pendant,black,several,woods
poisonous,flat,scaly,gray,no,bad smell,close,broad,gray,enlarging,bulbous,silky,pink,large,chocolate,solitary,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,none,close,broad,brown,tapering,bulbous,smooth,pink,pendant,brown,several,woods
poisonous,convex,scaly,yellow,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,bad smell,close,broad,pink,enlarging,bulbous,silky,buff,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,bad smell,close,broad,pink,enlarging,bulbous,silky,pink,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,bad smell,close,broad,gray,enlarging,bulbous,silky,brown,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,bad smell,close,broad,chocolate,enlarging,bulbous,silky,buff,large,chocolate,several,woods
poisonous,bell,scaly,white,bruises,none,close,broad,white,enlarging,bulbous,smooth,white,pendant,green,several,meadows
